land;wahlkreis;gruppe;erststimmen;zweitstimmen
8;270;DiB;-;188
8;270;DKP;-;79
8;270;DM;-;204
8;270;DIE RECHTE;-;66
8;270;MENSCHLICHE WELT;-;206
8;270;Die PARTEI;-;1002
8;270;V-Partei³;-;172
8;271;Wahlberechtigte;208868;-
8;271;Wähler;161955;-
8;271;Ungültige;1645;1265
8;271;Gültige;160310;160690
8;271;CDU;45814;44764
8;271;SPD;37880;27078
8;271;GRÜNE;28233;29366
8;271;FDP;13841;19201
8;271;AfD;16021;16712
8;271;DIE LINKE;12110;15376
8;271;PIRATEN;-;1008
8;271;NPD;-;185
8;271;Tierschutzpartei;2397;1584
8;271;FREIE WÄHLER;-;592
8;271;ÖDP;-;437
8;271;MLPD;251;143
8;271;Tierschutzallianz;-;341
8;271;BGE;-;436
8;271;DiB;-;493
8;271;DKP;-;32
8;271;DM;-;260
8;271;DIE RECHTE;154;79
8;271;MENSCHLICHE WELT;-;186
8;271;Die PARTEI;2889;2183
8;271;V-Partei³;-;234
8;271;EB: Mayer;720;-
8;272;Wahlberechtigte;209741;-
8;272;Wähler;168894;-
8;272;Ungültige;2059;1678
8;272;Gültige;166835;167216
8;272;CDU;67491;59234
8;272;SPD;32882;28588
8;272;GRÜNE;19078;20489
8;272;FDP;15138;21441
8;272;AfD;19512;20887
8;272;DIE LINKE;7627;9116
8;272;PIRATEN;-;661
8;272;NPD;-;309
8;272;Tierschutzpartei;-;1475
8;272;FREIE WÄHLER;2657;1475
8;272;ÖDP;-;299
8;272;MLPD;-;65
8;272;Tierschutzallianz;-;433
8;272;BGE;-;275
8;272;DiB;-;260
8;272;DKP;-;35
8;272;DM;-;245
8;272;DIE RECHTE;198;120
8;272;MENSCHLICHE WELT;-;205
8;272;Die PARTEI;2252;1419
8;272;V-Partei³;-;185
8;273;Wahlberechtigte;206651;-
8;273;Wähler;157231;-
8;273;Ungültige;2357;1996
8;273;Gültige;154874;155235
8;273;CDU;68253;58793
8;273;SPD;29484;26374
8;273;GRÜNE;16951;17766
8;273;FDP;11142;17843
8;273;AfD;18852;19700
8;273;DIE LINKE;7122;8367
8;273;PIRATEN;-;644
8;273;NPD;-;313
8;273;Tierschutzpartei;-;1133
8;273;FREIE WÄHLER;2809;1497
8;273;ÖDP;-;266
8;273;MLPD;-;60
8;273;Tierschutzallianz;-;383
8;273;BGE;-;162
8;273;DiB;-;208
8;273;DKP;-;27
8;273;DM;-;295
8;273;DIE RECHTE;149;111
8;273;MENSCHLICHE WELT;-;195
8;273;Die PARTEI;-;921
8;273;V-Partei³;-;177
8;273;EB: Rapps;112;-
8;274;Wahlberechtigte;217934;-
8;274;Wähler;179138;-
8;274;Ungültige;1570;1306
8;274;Gültige;177568;177832
8;274;CDU;58020;53139
8;274;SPD;46217;32806
8;274;GRÜNE;29663;30491
8;274;FDP;11769;22556
8;274;AfD;15805;16849
8;274;DIE LINKE;10751;14812
8;274;PIRATEN;1176;737
8;274;NPD;-;307
8;274;Tierschutzpartei;-;1152
8;274;FREIE WÄHLER;1788;986
8;274;ÖDP;-;386
8;274;MLPD;213;83
8;274;Tierschutzallianz;-;388
8;274;BGE;-;297
8;274;DiB;-;388
8;274;DKP;-;40
8;274;DM;-;197
8;274;DIE RECHTE;-;26
8;274;MENSCHLICHE WELT;-;174
8;274;Die PARTEI;2166;1770
8;274;V-Partei³;-;248
8;275;Wahlberechtigte;197283;-
8;275;Wähler;144071;-
8;275;Ungültige;1500;1350
8;275;Gültige;142571;142721
8;275;CDU;41809;38743
8;275;SPD;39795;30309
8;275;GRÜNE;18739;18802
8;275;FDP;9835;16050
8;275;AfD;17831;18308
8;275;DIE LINKE;10493;12989
8;275;PIRATEN;-;689
8;275;NPD;-;381
8;275;Tierschutzpartei;-;1552
8;275;FREIE WÄHLER;1447;822
8;275;ÖDP;-;231
8;275;MLPD;286;161
8;275;Tierschutzallianz;-;413
8;275;BGE;-;396
8;275;DiB;-;311
8;275;DKP;-;46
8;275;DM;-;240
8;275;DIE RECHTE;-;33
8;275;MENSCHLICHE WELT;-;186
8;275;Die PARTEI;2336;1813
8;275;V-Partei³;-;246
8;276;Wahlberechtigte;211065;-
8;276;Wähler;163339;-
8;276;Ungültige;2128;2125
8;276;Gültige;161211;161214
8;276;CDU;75529;64205
8;276;SPD;30849;27175
8;276;GRÜNE;11090;13641
8;276;FDP;11419;17562
8;276;AfD;21849;22288
8;276;DIE LINKE;8421;8905
8;276;PIRATEN;-;564
8;276;NPD;-;654
8;276;Tierschutzpartei;-;1283
8;276;FREIE WÄHLER;-;1300
8;276;ÖDP;2054;1100
8;276;MLPD;-;41
8;276;Tierschutzallianz;-;386
8;276;BGE;-;192
8;276;DiB;-;140
8;276;DKP;-;22
8;276;DM;-;322
8;276;DIE RECHTE;-;43
8;276;MENSCHLICHE WELT;-;214
8;276;Die PARTEI;-;984
8;276;V-Partei³;-;193
8;277;Wahlberechtigte;197972;-
8;277;Wähler;156418;-
8;277;Ungültige;2014;1766
8;277;Gültige;154404;154652
8;277;CDU;57790;51796
8;277;SPD;36886;28486
8;277;GRÜNE;14791;17687
8;277;FDP;12571;18933
8;277;AfD;20176;20942
8;277;DIE LINKE;8010;9737
8;277;PIRATEN;-;611
8;277;NPD;-;534
8;277;Tierschutzpartei;-;1249
8;277;FREIE WÄHLER;2255;1381
8;277;ÖDP;-;327
8;277;MLPD;-;68
8;277;Tierschutzallianz;-;365
8;277;BGE;-;194
8;277;DiB;-;183
8;277;DKP;-;15
8;277;DM;-;259
8;277;DIE RECHTE;-;73
8;277;MENSCHLICHE WELT;-;196
8;277;Die PARTEI;1925;1377
8;277;V-Partei³;-;239
8;278;Wahlberechtigte;196426;-
8;278;Wähler;154621;-
8;278;Ungültige;2264;1927
8;278;Gültige;152357;152694
8;278;CDU;63167;53147
8;278;SPD;29683;26560
8;278;GRÜNE;12641;15500
8;278;FDP;10255;18180
8;278;AfD;21960;22794
8;278;DIE LINKE;7016;8674
8;278;PIRATEN;-;543
8;278;NPD;-;470
8;278;Tierschutzpartei;2991;2049
8;278;FREIE WÄHLER;2824;1667
8;278;ÖDP;-;235
8;278;MLPD;-;79
8;278;Tierschutzallianz;-;354
8;278;BGE;-;176
8;278;DiB;-;214
8;278;DKP;-;14
8;278;DM;-;213
8;278;DIE RECHTE;245;115
8;278;MENSCHLICHE WELT;-;229
8;278;Die PARTEI;1486;1287
8;278;V-Partei³;-;194
8;278;EB: Dachner;89;-
8;279;Wahlberechtigte;219577;-
8;279;Wähler;167982;-
8;279;Ungültige;2011;1910
8;279;Gültige;165971;166072
8;279;CDU;60474;54360
8;279;SPD;31611;27102
8;279;GRÜNE;16016;17868
8;279;FDP;19760;22643
8;279;AfD;26172;27105
8;279;DIE LINKE;7729;8952
8;279;PIRATEN;-;609
8;279;NPD;-;446
8;279;Tierschutzpartei;3893;2529
8;279;FREIE WÄHLER;-;1138
8;279;ÖDP;-;371
8;279;MLPD;-;116
8;279;Tierschutzallianz;-;357
8;279;BGE;-;303
8;279;DiB;-;201
8;279;DKP;-;16
8;279;DM;-;269
8;279;DIE RECHTE;172;110
8;279;MENSCHLICHE WELT;-;217
8;279;Die PARTEI;-;1171
8;279;V-Partei³;-;189
8;279;EB: Glück;144;-
8;280;Wahlberechtigte;198020;-
8;280;Wähler;153488;-
8;280;Ungültige;1771;1888
8;280;Gültige;151717;151600
8;280;CDU;65675;56330
8;280;SPD;25601;21830
8;280;GRÜNE;13284;14990
8;280;FDP;14153;21646
8;280;AfD;21427;22714
8;280;DIE LINKE;6832;7759
8;280;PIRATEN;969;610
8;280;NPD;-;496
8;280;Tierschutzpartei;2008;1391
8;280;FREIE WÄHLER;1591;1135
8;280;ÖDP;-;451
8;280;MLPD;177;90
8;280;Tierschutzallianz;-;287
8;280;BGE;-;242
8;280;DiB;-;159
8;280;DKP;-;17
8;280;DM;-;320
8;280;DIE RECHTE;-;68
8;280;MENSCHLICHE WELT;-;160
8;280;Die PARTEI;-;725
8;280;V-Partei³;-;180
8;281;Wahlberechtigte;222308;-
8;281;Wähler;180872;-
8;281;Ungültige;1515;1354
8;281;Gültige;179357;179518
8;281;CDU;50250;50422
8;281;SPD;40644;31448
8;281;GRÜNE;46110;37999
8;281;FDP;9545;16721
8;281;AfD;12983;14101
8;281;DIE LINKE;13172;20165
8;281;PIRATEN;-;626
8;281;NPD;-;261
8;281;Tierschutzpartei;2890;1956
8;281;FREIE WÄHLER;-;606
8;281;ÖDP;-;716
8;281;MLPD;237;137
8;281;Tierschutzallianz;-;277
8;281;BGE;-;871
8;281;DiB;-;560
8;281;DKP;-;48
8;281;DM;-;256
8;281;DIE RECHTE;-;35
8;281;MENSCHLICHE WELT;-;239
8;281;Die PARTEI;2538;1844
8;281;V-Partei³;-;230
8;281;Bündnis C;407;-
8;281;EB: Barski;581;-
8;282;Wahlberechtigte;231734;-
8;282;Wähler;177483;-
8;282;Ungültige;2040;1792
8;282;Gültige;175443;175691
8;282;CDU;69143;60508
8;282;SPD;36978;31242
8;282;GRÜNE;26244;27015
8;282;FDP;15270;19449
8;282;AfD;16851;18457
8;282;DIE LINKE;8855;10898
8;282;PIRATEN;1958;877
8;282;NPD;-;419
8;282;Tierschutzpartei;-;1584
8;282;FREIE WÄHLER;-;1190
8;282;ÖDP;-;469
8;282;MLPD;-;162
8;282;Tierschutzallianz;-;472
8;282;BGE;-;544
8;282;DiB;-;276
8;282;DKP;-;24
8;282;DM;-;321
8;282;DIE RECHTE;-;56
8;282;MENSCHLICHE WELT;-;272
8;282;Die PARTEI;-;1243
8;282;V-Partei³;-;213
8;282;EB: Ates;144;-
8;283;Wahlberechtigte;218613;-
8;283;Wähler;168475;-
8;283;Ungültige;2116;2032
8;283;Gültige;166359;166443
8;283;CDU;62478;59782
8;283;SPD;39473;29732
8;283;GRÜNE;18537;22818
8;283;FDP;14276;17624
8;283;AfD;18027;19139
8;283;DIE LINKE;8691;9588
8;283;PIRATEN;-;705
8;283;NPD;-;363
8;283;Tierschutzpartei;3179;2104
8;283;FREIE WÄHLER;-;1263
8;283;ÖDP;1698;962
8;283;MLPD;-;67
8;283;Tierschutzallianz;-;290
8;283;BGE;-;284
8;283;DiB;-;186
8;283;DKP;-;15
8;283;DM;-;208
8;283;DIE RECHTE;-;33
8;283;MENSCHLICHE WELT;-;149
8;283;Die PARTEI;-;958
8;283;V-Partei³;-;173
8;284;Wahlberechtigte;205551;-
8;284;Wähler;155717;-
8;284;Ungültige;2122;2082
8;284;Gültige;153595;153635
8;284;CDU;73925;57030
8;284;SPD;26531;25404
8;284;GRÜNE;19382;21221
8;284;FDP;9595;16932
8;284;AfD;15899;17799
8;284;DIE LINKE;8263;8412
8;284;PIRATEN;-;651
8;284;NPD;-;358
8;284;Tierschutzpartei;-;1449
8;284;FREIE WÄHLER;-;1301
8;284;ÖDP;-;380
8;284;MLPD;-;35
8;284;Tierschutzallianz;-;395
8;284;BGE;-;239
8;284;DiB;-;174
8;284;DKP;-;27
8;284;DM;-;342
8;284;DIE RECHTE;-;50
8;284;MENSCHLICHE WELT;-;232
8;284;Die PARTEI;-;961
8;284;V-Partei³;-;243
8;285;Wahlberechtigte;199227;-
8;285;Wähler;152006;-
8;285;Ungültige;1985;1958
8;285;Gültige;150021;150048
8;285;CDU;64551;57094
8;285;SPD;23854;21957
8;285;GRÜNE;14299;15303
8;285;FDP;16255;20302
8;285;AfD;19543;20927
8;285;DIE LINKE;5825;7128
8;285;PIRATEN;-;567
8;285;NPD;-;529
8;285;Tierschutzpartei;-;893
8;285;FREIE WÄHLER;1869;1420
8;285;ÖDP;1817;1101
8;285;MLPD;-;48
8;285;Tierschutzallianz;2008;869
8;285;BGE;-;212
8;285;DiB;-;161
8;285;DKP;-;28
8;285;DM;-;337
8;285;DIE RECHTE;-;45
8;285;MENSCHLICHE WELT;-;177
8;285;Die PARTEI;-;781
8;285;V-Partei³;-;169
8;286;Wahlberechtigte;165041;-
8;286;Wähler;125344;-
8;286;Ungültige;1666;1618
8;286;Gültige;123678;123726
8;286;CDU;58149;46812
8;286;SPD;20672;19335
8;286;GRÜNE;12085;15113
8;286;FDP;10438;15123
8;286;AfD;14068;15348
8;286;DIE LINKE;5346;6608
8;286;PIRATEN;-;464
8;286;NPD;744;590
8;286;Tierschutzpartei;-;1028
8;286;FREIE WÄHLER;1402;992
8;286;ÖDP;-;305
8;286;MLPD;205;99
8;286;Tierschutzallianz;-;324
8;286;BGE;-;150
8;286;DiB;-;119
8;286;DKP;-;26
8;286;DM;-;237
8;286;DIE RECHTE;-;39
8;286;MENSCHLICHE WELT;-;164
8;286;Die PARTEI;-;686
8;286;V-Partei³;-;164
8;286;EB: Welte;569;-
8;287;Wahlberechtigte;205618;-
8;287;Wähler;158733;-
8;287;Ungültige;1760;1476
8;287;Gültige;156973;157257
8;287;CDU;70255;52221
8;287;SPD;26371;24483
8;287;GRÜNE;21039;25182
8;287;FDP;11459;20709
8;287;AfD;14997;16188
8;287;DIE LINKE;10994;11303
8;287;PIRATEN;-;639
8;287;NPD;-;337
8;287;Tierschutzpartei;-;1472
8;287;FREIE WÄHLER;-;988
8;287;ÖDP;-;457
8;287;MLPD;-;83
8;287;Tierschutzallianz;-;346
8;287;BGE;-;376
8;287;DiB;-;302
8;287;DKP;-;26
8;287;DM;-;356
8;287;DIE RECHTE;-;39
8;287;MENSCHLICHE WELT;-;191
8;287;Die PARTEI;1541;1345
8;287;V-Partei³;-;214
8;287;EB: Ringger;317;-
8;288;Wahlberechtigte;177805;-
8;288;Wähler;136590;-
8;288;Ungültige;1539;1462
8;288;Gültige;135051;135128
8;288;CDU;56525;53065
8;288;SPD;32521;22122
8;288;GRÜNE;16029;18842
8;288;FDP;8402;14647
8;288;AfD;12387;13299
8;288;DIE LINKE;6767;7370
8;288;PIRATEN;-;432
8;288;NPD;-;305
8;288;Tierschutzpartei;-;1241
8;288;FREIE WÄHLER;1411;1115
8;288;ÖDP;1009;535
8;288;MLPD;-;22
8;288;Tierschutzallianz;-;304
8;288;BGE;-;270
8;288;DiB;-;188
8;288;DKP;-;10
8;288;DM;-;219
8;288;DIE RECHTE;-;34
8;288;MENSCHLICHE WELT;-;183
8;288;Die PARTEI;-;781
8;288;V-Partei³;-;144
8;289;Wahlberechtigte;199932;-
8;289;Wähler;157646;-
8;289;Ungültige;1843;1580
8;289;Gültige;155803;156066
8;289;CDU;63493;53877
8;289;SPD;23397;23322
8;289;GRÜNE;22309;21695
8;289;FDP;15532;21425
8;289;AfD;18703;20174
8;289;DIE LINKE;9710;9542
8;289;PIRATEN;-;643
8;289;NPD;-;366
8;289;Tierschutzpartei;-;1046
8;289;FREIE WÄHLER;-;852
8;289;ÖDP;-;458
8;289;MLPD;245;154
8;289;Tierschutzallianz;-;317
8;289;BGE;-;216
8;289;DiB;-;209
8;289;DKP;-;27
8;289;DM;-;206
8;289;DIE RECHTE;-;46
8;289;MENSCHLICHE WELT;-;165
8;289;Die PARTEI;1540;1138
8;289;V-Partei³;-;188
8;289;EB: Matheis;874;-
8;290;Wahlberechtigte;196487;-
8;290;Wähler;159803;-
8;290;Ungültige;1627;1396
8;290;Gültige;158176;158407
8;290;CDU;56448;48828
8;290;SPD;27323;24866
8;290;GRÜNE;30193;28521
8;290;FDP;12506;18720
8;290;AfD;13683;15885
8;290;DIE LINKE;13862;15100
8;290;PIRATEN;-;715
8;290;NPD;-;330
8;290;Tierschutzpartei;-;991
8;290;FREIE WÄHLER;-;760
8;290;ÖDP;-;629
8;290;MLPD;283;141
8;290;Tierschutzallianz;-;281
8;290;BGE;-;282
8;290;DiB;-;376
8;290;DKP;-;52
8;290;DM;-;212
8;290;DIE RECHTE;-;34
8;290;MENSCHLICHE WELT;-;164
8;290;Die PARTEI;2293;1297
8;290;V-Partei³;-;223
8;290;EB: Rohrbach;1585;-
8;291;Wahlberechtigte;222673;-
8;291;Wähler;177454;-
8;291;Ungültige;2022;1612
8;291;Gültige;175432;175842
8;291;CDU;74844;64983
8;291;SPD;35452;27887
8;291;GRÜNE;20990;24161
8;291;FDP;14172;20272
8;291;AfD;18731;20430
8;291;DIE LINKE;8103;9975
8;291;PIRATEN;2841;1049
8;291;NPD;-;499
8;291;Tierschutzpartei;-;1411
8;291;FREIE WÄHLER;-;1275
8;291;ÖDP;-;671
8;291;MLPD;299;102
8;291;Tierschutzallianz;-;385
8;291;BGE;-;309
8;291;DiB;-;274
8;291;DKP;-;20
8;291;DM;-;369
8;291;DIE RECHTE;-;44
8;291;MENSCHLICHE WELT;-;216
8;291;Die PARTEI;-;1255
8;291;V-Partei³;-;255
8;292;Wahlberechtigte;167025;-
8;292;Wähler;131713;-
8;292;Ungültige;1635;1441
8;292;Gültige;130078;130272
8;292;CDU;57823;56162
8;292;SPD;22044;16557
8;292;GRÜNE;17589;14729
8;292;FDP;9775;14323
8;292;AfD;14640;16235
8;292;DIE LINKE;4907;5997
8;292;PIRATEN;-;609
8;292;NPD;-;384
8;292;Tierschutzpartei;-;920
8;292;FREIE WÄHLER;1576;1203
8;292;ÖDP;1724;1173
8;292;MLPD;-;41
8;292;Tierschutzallianz;-;293
8;292;BGE;-;225
8;292;DiB;-;128
8;292;DKP;-;18
8;292;DM;-;242
8;292;DIE RECHTE;-;39
8;292;MENSCHLICHE WELT;-;219
8;292;Die PARTEI;-;620
8;292;V-Partei³;-;155
8;293;Wahlberechtigte;172783;-
8;293;Wähler;137152;-
8;293;Ungültige;1361;1218
8;293;Gültige;135791;135934
8;293;CDU;56165;50422
8;293;SPD;24451;19319
8;293;GRÜNE;18810;20012
8;293;FDP;11999;17952
8;293;AfD;14078;14163
8;293;DIE LINKE;7185;8313
8;293;PIRATEN;-;464
8;293;NPD;-;265
8;293;Tierschutzpartei;-;920
8;293;FREIE WÄHLER;1337;1001
8;293;ÖDP;1413;726
8;293;MLPD;-;58
8;293;Tierschutzallianz;-;260
8;293;BGE;-;287
8;293;DiB;-;208
8;293;DKP;-;16
8;293;DM;-;277
8;293;DIE RECHTE;-;42
8;293;MENSCHLICHE WELT;-;239
8;293;Die PARTEI;-;791
8;293;V-Partei³;-;199
8;293;EB: Rosenacker;229;-
8;293;EB: Schuler;124;-
8;294;Wahlberechtigte;186901;-
8;294;Wähler;146174;-
8;294;Ungültige;1524;1389
8;294;Gültige;144650;144785
8;294;CDU;55752;56265
8;294;SPD;17958;19397
8;294;GRÜNE;29214;21768
8;294;FDP;14673;16443
8;294;AfD;13669;14899
8;294;DIE LINKE;7860;8889
8;294;PIRATEN;-;496
8;294;NPD;-;285
8;294;Tierschutzpartei;-;1008
8;294;FREIE WÄHLER;2085;1296
8;294;ÖDP;2483;1606
8;294;MLPD;131;56
8;294;Tierschutzallianz;-;290
8;294;BGE;-;254
8;294;DiB;-;167
8;294;DKP;-;19
8;294;DM;-;217
8;294;DIE RECHTE;-;40
8;294;MENSCHLICHE WELT;651;456
8;294;Die PARTEI;-;767
8;294;V-Partei³;-;167
8;294;EB: Weinert;174;-
8;295;Wahlberechtigte;183202;-
8;295;Wähler;139544;-
8;295;Ungültige;2354;1818
8;295;Gültige;137190;137726
8;295;CDU;61693;52282
8;295;SPD;19715;19446
8;295;GRÜNE;17488;15799
8;295;FDP;12696;18397
8;295;AfD;18607;18813
8;295;DIE LINKE;6450;7061
8;295;PIRATEN;-;590
8;295;NPD;-;518
8;295;Tierschutzpartei;-;1181
8;295;FREIE WÄHLER;-;1019
8;295;ÖDP;-;377
8;295;MLPD;541;174
8;295;Tierschutzallianz;-;326
8;295;BGE;-;222
8;295;DiB;-;118
8;295;DKP;-;14
8;295;DM;-;244
8;295;DIE RECHTE;-;42
8;295;MENSCHLICHE WELT;-;206
8;295;Die PARTEI;-;719
8;295;V-Partei³;-;178
9;212;Wahlberechtigte;168222;-
9;212;Wähler;126774;-
9;212;Ungültige;1237;865
9;212;Gültige;125537;125909
9;212;CSU;68435;55419
9;212;SPD;15477;15513
9;212;GRÜNE;7625;8635
9;212;FDP;7070;11209
9;212;AfD;16447;18305
9;212;DIE LINKE;6059;6658
9;212;FREIE WÄHLER;-;3168
9;212;PIRATEN;-;432
9;212;ÖDP;3637;1677
9;212;BP;-;1717
9;212;NPD;-;298
9;212;Tierschutzpartei;-;1074
9;212;MLPD;-;16
9;212;BüSo;787;136
9;212;BGE;-;131
9;212;DiB;-;127
9;212;DKP;-;12
9;212;DM;-;214
9;212;Die PARTEI;-;803
9;212;Gesundheitsforschung;-;178
9;212;V-Partei³;-;187
9;213;Wahlberechtigte;206077;-
9;213;Wähler;163366;-
9;213;Ungültige;1126;758
9;213;Gültige;162240;162608
9;213;CSU;78212;63526
9;213;SPD;24130;19946
9;213;GRÜNE;16599;17768
9;213;FDP;11890;19408
9;213;AfD;16689;19367
9;213;DIE LINKE;6418;8352
9;213;FREIE WÄHLER;-;4670
9;213;PIRATEN;-;628
9;213;ÖDP;4418;2071
9;213;BP;3884;2618
9;213;NPD;-;279
9;213;Tierschutzpartei;-;1547
9;213;MLPD;-;24
9;213;BüSo;-;24
9;213;BGE;-;178
9;213;DiB;-;304
9;213;DKP;-;20
9;213;DM;-;257
9;213;Die PARTEI;-;1137
9;213;Gesundheitsforschung;-;200
9;213;V-Partei³;-;284
9;214;Wahlberechtigte;235603;-
9;214;Wähler;186680;-
9;214;Ungültige;1502;1046
9;214;Gültige;185178;185634
9;214;CSU;79538;73650
9;214;SPD;24916;23029
9;214;GRÜNE;17438;18035
9;214;FDP;13409;19318
9;214;AfD;23222;25178
9;214;DIE LINKE;9265;9506
9;214;FREIE WÄHLER;11877;7074
9;214;PIRATEN;-;767
9;214;ÖDP;3250;1803
9;214;BP;2263;2010
9;214;NPD;-;491
9;214;Tierschutzpartei;-;1796
9;214;MLPD;-;33
9;214;BüSo;-;17
9;214;BGE;-;219
9;214;DiB;-;314
9;214;DKP;-;23
9;214;DM;-;366
9;214;Die PARTEI;-;1462
9;214;Gesundheitsforschung;-;223
9;214;V-Partei³;-;320
9;215;Wahlberechtigte;231971;-
9;215;Wähler;190809;-
9;215;Ungültige;1519;967
9;215;Gültige;189290;189842
9;215;CSU;82603;75625
9;215;SPD;35455;25930
9;215;GRÜNE;17241;20885
9;215;FDP;13662;22005
9;215;AfD;19349;21938
9;215;DIE LINKE;7697;9630
9;215;FREIE WÄHLER;5882;4545
9;215;PIRATEN;-;638
9;215;ÖDP;3018;1786
9;215;BP;3078;1945
9;215;NPD;-;293
9;215;Tierschutzpartei;-;1782
9;215;MLPD;-;42
9;215;BüSo;-;20
9;215;BGE;-;269
9;215;DiB;-;344
9;215;DKP;-;29
9;215;DM;-;325
9;215;Die PARTEI;-;1255
9;215;Gesundheitsforschung;-;230
9;215;V-Partei³;-;326
9;215;EB: Tschan;515;-
9;215;EB: Kreiß;790;-
9;216;Wahlberechtigte;246357;-
9;216;Wähler;184087;-
9;216;Ungültige;1616;1247
9;216;Gültige;182471;182840
9;216;CSU;90383;76234
9;216;SPD;24798;24423
9;216;GRÜNE;11515;13204
9;216;FDP;9313;17157
9;216;AfD;23718;27671
9;216;DIE LINKE;8817;9830
9;216;FREIE WÄHLER;7094;5561
9;216;PIRATEN;-;642
9;216;ÖDP;2655;1745
9;216;BP;2200;1894
9;216;NPD;-;519
9;216;Tierschutzpartei;-;1277
9;216;MLPD;120;65
9;216;BüSo;-;23
9;216;BGE;-;166
9;216;DiB;-;200
9;216;DKP;-;23
9;216;DM;-;276
9;216;Die PARTEI;1858;1282
9;216;Gesundheitsforschung;-;250
9;216;V-Partei³;-;398
9;217;Wahlberechtigte;226436;-
9;217;Wähler;173781;-
9;217;Ungültige;1122;689
9;217;Gültige;172659;173092
9;217;CSU;55903;49899
9;217;SPD;44973;28807
9;217;GRÜNE;22685;29221
9;217;FDP;16669;26188
9;217;AfD;12818;14901
9;217;DIE LINKE;10413;14330
9;217;FREIE WÄHLER;2770;1874
9;217;PIRATEN;-;755
9;217;ÖDP;2863;1412
9;217;BP;1134;867
9;217;NPD;-;131
9;217;Tierschutzpartei;-;1360
9;217;MLPD;158;82
9;217;BüSo;121;38
9;217;BGE;-;353
9;217;DiB;-;532
9;217;DKP;-;40
9;217;DM;-;262
9;217;Die PARTEI;2152;1555
9;217;Gesundheitsforschung;-;169
9;217;V-Partei³;-;316
9;218;Wahlberechtigte;239169;-
9;218;Wähler;186882;-
9;218;Ungültige;1250;835
9;218;Gültige;185632;186047
9;218;CSU;68286;58526
9;218;SPD;39412;29634
9;218;GRÜNE;28464;30025
9;218;FDP;16531;27336
9;218;AfD;13689;15940
9;218;DIE LINKE;11646;14099
9;218;FREIE WÄHLER;3235;2098
9;218;PIRATEN;-;787
9;218;ÖDP;2685;1546
9;218;BP;1388;944
9;218;NPD;-;159
9;218;Tierschutzpartei;-;1530
9;218;MLPD;-;80
9;218;BüSo;296;43
9;218;BGE;-;363
9;218;DiB;-;558
9;218;DKP;-;56
9;218;DM;-;256
9;218;Die PARTEI;-;1556
9;218;Gesundheitsforschung;-;158
9;218;V-Partei³;-;353
9;219;Wahlberechtigte;216725;-
9;219;Wähler;170440;-
9;219;Ungültige;1071;670
9;219;Gültige;169369;169770
9;219;CSU;55875;50674
9;219;SPD;39878;27508
9;219;GRÜNE;23324;29545
9;219;FDP;15310;22569
9;219;AfD;12934;14584
9;219;DIE LINKE;12611;14687
9;219;FREIE WÄHLER;2801;1982
9;219;PIRATEN;-;720
9;219;ÖDP;2677;1456
9;219;BP;1185;889
9;219;NPD;-;143
9;219;Tierschutzpartei;-;1462
9;219;MLPD;164;79
9;219;BüSo;169;50
9;219;BGE;-;377
9;219;DiB;-;623
9;219;DKP;-;30
9;219;DM;-;241
9;219;Die PARTEI;2441;1652
9;219;Gesundheitsforschung;-;156
9;219;V-Partei³;-;343
9;220;Wahlberechtigte;241282;-
9;220;Wähler;193426;-
9;220;Ungültige;1335;831
9;220;Gültige;192091;192595
9;220;CSU;64074;57370
9;220;SPD;44289;30621
9;220;GRÜNE;31389;35588
9;220;FDP;17382;26330
9;220;AfD;12805;14879
9;220;DIE LINKE;13579;16639
9;220;FREIE WÄHLER;3440;1957
9;220;PIRATEN;-;794
9;220;ÖDP;3025;1647
9;220;BP;1679;1074
9;220;NPD;-;170
9;220;Tierschutzpartei;-;1560
9;220;MLPD;-;52
9;220;BüSo;223;71
9;220;BGE;-;417
9;220;DiB;-;726
9;220;DKP;-;59
9;220;DM;-;266
9;220;Die PARTEI;-;1811
9;220;Gesundheitsforschung;-;177
9;220;V-Partei³;-;387
9;220;EB: Mertel;206;-
9;221;Wahlberechtigte;233872;-
9;221;Wähler;197288;-
9;221;Ungültige;1162;926
9;221;Gültige;196126;196362
9;221;CSU;85350;73193
9;221;SPD;31941;27489
9;221;GRÜNE;26888;24832
9;221;FDP;18323;30065
9;221;AfD;16442;18457
9;221;DIE LINKE;7710;9999
9;221;FREIE WÄHLER;6251;3707
9;221;PIRATEN;-;741
9;221;ÖDP;3221;1629
9;221;BP;-;1276
9;221;NPD;-;191
9;221;Tierschutzpartei;-;1897
9;221;MLPD;-;30
9;221;BüSo;-;28
9;221;BGE;-;267
9;221;DiB;-;423
9;221;DKP;-;32
9;221;DM;-;273
9;221;Die PARTEI;-;1269
9;221;Gesundheitsforschung;-;264
9;221;V-Partei³;-;300
9;222;Wahlberechtigte;233688;-
9;222;Wähler;186501;-
9;222;Ungültige;1556;1045
9;222;Gültige;184945;185456
9;222;CSU;84982;75181
9;222;SPD;21884;20967
9;222;GRÜNE;17307;18573
9;222;FDP;13748;20309
9;222;AfD;23993;25698
9;222;DIE LINKE;7034;9453
9;222;FREIE WÄHLER;6176;4426
9;222;PIRATEN;1073;608
9;222;ÖDP;4053;2166
9;222;BP;4497;3408
9;222;NPD;-;296
9;222;Tierschutzpartei;-;1633
